opt_ID,opt_name_data,opt_desc_data,opt_name_size,opt_desc_size,client_class,id_client,segment,duration,opt_class,sales_capture,count_aai,pricing_struct,business_entity,client_location,competition_type,alliances,quarter,mergers,stage,win_prob,total_current_rev,aai_label
11118605,,,7,7,Haute,59,D,Moins de 100,Faible,juliette.m,3,type A,D,Netherlands,Sole Sourced,other,FY20Q2,non_data_acq,3B,90,128,0
11076394,,,5,4,Haute,59,D,Moins de 100,Faible,juliette.m,3,type A,D,Netherlands,Sole Sourced,other,FY20Q1,non_data_acq,3B,90,6,0
10995174,,,5,3,Haute,59,D,Moins de 100,Faible,michèle.h,0,type A,F,Netherlands,Sole Sourced,other,FY20Q1,other,3B,100,1624,0
10995234,,,5,4,Haute,59,D,Moins de 100,Faible,michèle.h,0,type A,D,Netherlands,-,other,FY20Q3,other,0A,10,436,0
11036222,,,4,9,Haute,59,D,Moins de 100,Faible,michèle.h,0,type A,D,Netherlands,Sole Sourced,other,FY20Q1,other,3B,100,122,0
11018182,,,6,5,Haute,59,D,Moins de 100,Faible,astrid.s,1,type A,D,Netherlands,Sole Sourced,other,FY20Q2,other,3B,50,1414,0
11094727,,,5,5,Haute,59,D,Moins de 100,Faible,astrid.s,1,type A,C,Netherlands,Sole Sourced,other,FY20Q3,other,1,10,906,0
11118562,,,5,6,Haute,59,D,Moins de 100,Faible,astrid.s,1,type A,D,Netherlands,Competitive,other,FY20Q3,other,1,10,762,0
11018187,,,6,5,Haute,59,D,Moins de 100,Faible,astrid.s,1,type A,D,Netherlands,-,other,FY20Q4,other,0A,30,748,0
11014763,,,4,6,Haute,59,D,Moins de 100,Faible,astrid.s,1,type A,D,Netherlands,Sole Sourced,data_all,FY20Q3,other,0A,10,436,0
11111375,,,4,7,Haute,59,D,Moins de 100,Faible,astrid.s,1,type A,D,Netherlands,-,non_data_all,FY20Q4,other,0A,30,418,0
11032123,,,4,6,Haute,59,D,Moins de 100,Faible,astrid.s,1,type A,D,Netherlands,Competitive,non_data_all,FY20Q1,other,3B,100,366,0
11102949,Data,Data,3,5,Haute,59,D,Moins de 100,Faible,astrid.s,1,type A,D,Netherlands,Sole Sourced,other,FY20Q2,other,3B,70,330,0
10798772,,,5,6,Haute,59,D,Moins de 100,Faible,astrid.s,1,type B,D,Netherlands,Sole Sourced,other,FY20Q3,other,1,70,290,0
10995239,,,4,5,Haute,59,D,Moins de 100,Faible,astrid.s,1,type B,D,Netherlands,Competitive,other,FY20Q2,other,2B,30,220,0
11053332,Data,Data,4,3,Haute,59,D,Moins de 100,Faible,astrid.s,1,type A,D,Netherlands,Sole Sourced,other,FY20Q1,other,3B,90,160,0
11052825,,,5,3,Haute,59,D,Moins de 100,Faible,astrid.s,1,type A,C,Netherlands,Sole Sourced,other,FY20Q2,other,3B,70,160,0
10935028,,,4,1,Haute,59,D,Moins de 100,Faible,astrid.s,1,type A,E,Netherlands,Sole Sourced,other,FY20Q2,other,1,70,132,0
11060872,Data,Data,3,3,Haute,59,D,Moins de 100,Faible,astrid.s,1,other,D,Netherlands,Competitive,other,FY20Q1,other,0A,30,116,0
11075567,,,5,7,Haute,59,D,Moins de 100,Faible,astrid.s,1,type A,D,Netherlands,Sole Sourced,data_all,FY20Q1,other,3B,70,106,0
10995250,,,5,5,Haute,59,D,Moins de 100,Moyenne,astrid.s,1,type A,E,Netherlands,-,other,FY20Q4,other,0A,30,2176,1
10994258,,,3,2,Haute,59,D,Moins de 100,Faible,michelle.f,1,type A,D,Netherlands,-,other,FY20Q3,other,0A,10,1102,0
10991736,Data,data,5,12,Haute,59,D,Moins de 100,Moyenne,michelle.f,1,type A,F,Netherlands,Competitive,other,FY20Q3,other,1,10,3304,1
11040113,,,3,7,Haute,59,D,Moins de 100,Faible,rené.p,2,type A,B,Netherlands,Competitive,other,FY20Q1,other,1,30,1096,0
11128101,,,6,27,Haute,59,D,Moins de 100,Faible,rené.p,2,type A,B,Netherlands,Competitive,other,FY21Q1,other,1,10,1088,0
11033128,,,6,27,Haute,59,D,Moins de 100,Faible,rené.p,2,type A,B,Netherlands,Competitive,other,FY20Q1,other,1,10,444,0
11015202,,,5,5,Haute,59,D,Moins de 100,Faible,rené.p,2,type B,D,Netherlands,-,non_data_all,FY20Q4,other,1,10,436,0
11037881,,,5,3,Haute,59,D,Moins de 100,Faible,rené.p,2,type A,F,Netherlands,Sole Sourced,other,FY20Q2,other,3B,90,274,0
10995775,Data,Data,6,5,Haute,59,D,Moins de 100,Faible,rené.p,2,type A,E,Netherlands,-,other,FY20Q3,other,0A,10,218,0
10995232,,,5,4,Haute,59,D,Moins de 100,Faible,rené.p,2,type A,D,Netherlands,-,other,FY20Q3,other,0A,10,164,0
11008707,,,4,5,Haute,59,D,Moins de 100,Faible,rené.p,2,type B,D,Netherlands,Sole Sourced,other,FY20Q2,other,3B,90,28,0
11031009,,,5,1,Haute,59,D,Moins de 100,Moyenne,rené.p,2,other,B,Netherlands,Competitive,data_all,FY20Q2,other,0A,10,3326,1
10995929,,,5,5,Haute,59,D,Moins de 100,Faible,rené.p,2,type A,F,Netherlands,Competitive,non_data_all,FY20Q4,other,1,10,784,1
11050584,,,3,4,Haute,59,D,Moins de 100,Faible,nicole.g,0,type A,F,Netherlands,Sole Sourced,non_data_all,FY20Q3,other,0A,30,668,0
11014770,,,5,6,Haute,59,D,Moins de 100,Faible,nicole.g,0,type A,D,Netherlands,Sole Sourced,non_data_all,FY20Q1,non_data_acq,3B,90,272,0
11040283,,,2,2,Haute,59,D,Moins de 100,Faible,marine.l,0,type A,D,Netherlands,-,other,FY20Q3,other,0A,50,436,0
11040284,,,7,4,Haute,59,D,Moins de 100,Faible,marine.l,0,type A,F,Netherlands,Sole Sourced,other,FY20Q2,other,1,30,334,0
11109942,,,4,6,Haute,59,D,Moins de 100,Faible,marine.l,0,type A,D,Netherlands,Sole Sourced,other,FY20Q4,other,1,30,236,0
11040280,,,7,8,Haute,59,D,Moins de 100,Faible,marine.l,0,type A,F,Netherlands,Sole Sourced,other,FY20Q1,other,3B,100,186,0
11072328,Data,Data,6,6,Haute,59,D,Moins de 100,Faible,marine.l,0,type A,D,Netherlands,Sole Sourced,other,FY20Q2,other,3B,30,120,0
11040262,,,4,6,Haute,59,D,Moins de 100,Faible,marine.l,0,type A,D,Netherlands,Sole Sourced,other,FY20Q1,other,3B,100,120,0
11040264,,,4,6,Haute,59,D,Moins de 100,Faible,marine.l,0,type A,D,Netherlands,Sole Sourced,other,FY20Q2,other,3B,90,120,0
11109919,,,4,6,Haute,59,D,Moins de 100,Faible,marine.l,0,type A,D,Netherlands,Sole Sourced,other,FY20Q3,other,3B,70,118,0
11040267,,,3,2,Haute,59,D,Moins de 100,Faible,marine.l,0,type A,D,Netherlands,Sole Sourced,other,FY20Q3,other,1,10,118,0
11040274,,,5,7,Haute,59,D,Moins de 100,Faible,marine.l,0,type A,D,Netherlands,Sole Sourced,other,FY20Q1,other,3B,100,88,0
11040248,,,4,4,Haute,59,D,Moins de 100,Faible,marine.l,0,type A,D,Netherlands,Sole Sourced,other,FY20Q2,other,3B,90,80,0
11040265,Data,Data,5,5,Haute,59,D,Moins de 100,Faible,marine.l,0,type A,D,Netherlands,Sole Sourced,other,FY20Q1,other,3B,90,80,0
11109957,,,5,5,Haute,59,D,Moins de 100,Faible,marine.l,0,type A,D,Netherlands,Sole Sourced,other,FY20Q3,other,3B,90,80,0
11040270,,,4,7,Haute,59,D,Moins de 100,Faible,marine.l,0,type A,D,Netherlands,-,other,FY20Q1,other,0A,70,64,0
10994938,,,5,8,Haute,59,D,Moins de 100,Faible,gabrielle.h,0,type A,D,Netherlands,-,other,FY20Q3,other,0A,10,348,0
11016334,,,3,3,Haute,59,D,Moins de 100,Faible,nicolas.l,0,type A,B,Netherlands,Sole Sourced,other,FY20Q1,other,0A,100,6,0
11058286,,,4,4,Haute,59,D,Moins de 100,Faible,antoinette.c,0,type A,E,Netherlands,Sole Sourced,other,FY20Q2,other,3B,100,0,0
11127586,,Data,5,37,Haute,143,D,Moins de 100,Faible,blank,59,type A,B,Belgium,-,data_all,FY20Q4,other,0A,0,870,0
11122157,,,4,24,Haute,143,E,Moins de 100,Faible,théophile.a,2,type A,F,Luxembourg,Sole Sourced,other,FY20Q3,other,0A,50,870,1
11128261,,,3,36,Haute,143,E,Moins de 100,Faible,théophile.a,2,type A,E,Luxembourg,Competitive,other,FY20Q3,other,0A,30,656,1
11052033,,,6,31,Haute,143,D,Moins de 100,Faible,colette.p,8,type B,D,Belgium,Sole Sourced,data_all,FY20Q4,other,1,90,300,0
11097792,,,3,35,Haute,143,E,Moins de 100,Importante,suzanne.s,2,type A,F,Luxembourg,Competitive,other,FY21Q1,other,0A,30,47866,1
11122324,,,3,2,Haute,143,D,Moins de 100,Faible,édouard.s,0,type A,D,Belgium,Sole Sourced,other,FY20Q2,other,3B,100,88,0
11107946,,,3,2,Haute,143,D,Moins de 100,Faible,édouard.s,0,type B,D,Belgium,Sole Sourced,other,FY20Q2,non_data_acq,3B,100,82,0
11122810,,,3,2,Haute,143,D,Moins de 100,Faible,édouard.s,0,type B,D,Belgium,Sole Sourced,other,FY20Q2,non_data_acq,3B,100,8,0
11050004,,,5,12,Haute,143,D,Moins de 100,Faible,daisy.a,4,type A,D,Belgium,Sole Sourced,non_data_all,FY20Q1,other,3B,90,196,0
11062964,,,3,5,Haute,143,D,Moins de 100,Faible,daisy.a,4,type A,D,Belgium,Sole Sourced,non_data_all,FY20Q1,other,3B,90,88,0
11062412,,,6,7,Haute,143,D,Moins de 100,Faible,daisy.a,4,type A,D,Belgium,Sole Sourced,non_data_all,FY20Q3,other,1,35,1632,1
11127829,,,3,9,Haute,143,D,Moins de 100,Faible,daisy.a,4,type A,D,Belgium,Sole Sourced,non_data_all,FY20Q3,other,3B,100,564,1
11110512,,,3,34,Haute,143,D,Moins de 100,Faible,josette.l,5,type A,B,Belgium,Competitive,other,FY20Q2,other,3B,90,1130,0
11010304,,,3,14,Haute,143,D,Moins de 100,Faible,josette.l,5,type A,D,Belgium,Sole Sourced,non_data_all,FY20Q3,non_data_acq,1,70,1088,0
11084348,,,5,14,Haute,143,D,Moins de 100,Faible,josette.l,5,type A,D,Belgium,Sole Sourced,other,FY20Q1,non_data_acq,3B,90,334,0
11101696,,,4,10,Haute,143,D,Moins de 100,Faible,josette.l,5,type A,B,Belgium,Sole Sourced,non_data_all,FY20Q2,other,3B,100,320,0
11056384,,,4,5,Haute,143,D,Moins de 100,Faible,josette.l,5,type A,D,Belgium,Sole Sourced,other,FY20Q1,non_data_acq,3B,100,308,0
11105816,,,2,16,Haute,143,D,Moins de 100,Faible,josette.l,5,type B,B,Belgium,Competitive,other,FY20Q3,other,0A,50,218,0
11095005,,,3,2,Haute,143,D,Moins de 100,Faible,josette.l,5,type B,D,Belgium,Sole Sourced,other,FY20Q2,non_data_acq,3B,100,174,0
11058400,,,4,2,Haute,143,D,Moins de 100,Faible,josette.l,5,type B,D,Belgium,Sole Sourced,other,FY20Q1,non_data_acq,3B,100,110,0
11053826,,,3,5,Haute,143,D,Moins de 100,Faible,josette.l,5,type A,D,Belgium,Sole Sourced,other,FY20Q1,non_data_acq,3B,100,70,0
11097358,,,6,5,Haute,143,D,Moins de 100,Faible,josette.l,5,type B,D,Belgium,Sole Sourced,non_data_all,FY20Q2,non_data_acq,3B,100,56,0
11084485,,,3,2,Haute,143,D,Moins de 100,Faible,josette.l,5,type B,D,Belgium,Sole Sourced,other,FY20Q1,non_data_acq,3B,100,40,0
11066337,,,3,2,Haute,143,D,Moins de 100,Faible,josette.l,5,type B,D,Belgium,Sole Sourced,other,FY20Q1,non_data_acq,3B,100,38,0
11031190,,,5,44,Haute,143,D,Moins de 100,Importante,josette.l,5,type A,D,Luxembourg,Competitive,other,FY20Q2,other,2B,10,2,0
11007763,,,5,3,Haute,143,D,Moins de 100,Faible,josette.l,5,type A,B,Belgium,Sole Sourced,non_data_all,FY20Q1,other,3B,70,1664,1
11009914,,,5,10,Haute,143,D,Moins de 100,Faible,josette.l,5,type A,B,Belgium,Sole Sourced,non_data_all,FY20Q2,other,3B,70,1332,1
11106029,,,3,14,Haute,143,D,Moins de 100,Faible,josette.l,5,type A,E,Belgium,Sole Sourced,non_data_all,FY20Q2,non_data_acq,3B,100,1114,1
11010168,,,3,14,Haute,143,D,Moins de 100,Faible,josette.l,5,type A,E,Belgium,Sole Sourced,non_data_all,FY20Q1,non_data_acq,3B,70,1110,1
11074907,,Automat,6,22,Haute,143,D,Moins de 100,Faible,josette.l,5,other,F,Belgium,Sole Sourced,other,FY20Q2,other,0A,10,558,1
10870954,,,5,2,Haute,143,D,Moins de 100,Importante,william.a,1,type A,B,Belgium,-,data_all,FY20Q3,other,0A,30,1094,0
11052512,,,6,7,Haute,143,D,Moins de 100,Faible,william.a,1,type A,B,Belgium,Sole Sourced,non_data_all,FY20Q1,non_data_acq,3B,50,1004,1
11106038,,,3,13,Haute,143,D,Moins de 100,Faible,martin.j,2,type B,D,Belgium,Competitive,non_data_all,FY20Q3,other,0A,35,1088,0
10951371,,data,8,48,Haute,143,D,Moins de 100,Importante,henri.p,12,type B,B,Belgium,Sole Sourced,non_data_all,FY20Q2,other,3B,70,32858,1
11007420,,,8,30,Haute,143,D,Moins de 100,Moyenne,henri.p,12,type B,B,Belgium,Sole Sourced,non_data_all,FY20Q4,other,1,90,8702,1
10951374,,data,9,48,Haute,143,D,Moins de 100,Importante,henri.p,12,type B,B,Belgium,Sole Sourced,non_data_all,FY20Q3,other,2A,35,8160,1
11068711,,data,8,48,Haute,143,D,Moins de 100,Moyenne,henri.p,12,other,B,Belgium,Sole Sourced,non_data_all,FY20Q3,other,1,50,5480,1
11081417,,data,7,48,Haute,143,D,Moins de 100,Moyenne,henri.p,12,other,B,Belgium,Sole Sourced,non_data_all,FY20Q3,other,0A,35,4956,1
10951341,,Data data,8,39,Haute,143,D,Moins de 100,Moyenne,henri.p,12,type B,B,Belgium,Sole Sourced,non_data_all,FY20Q3,other,2B,10,2886,1
10951275,,,8,38,Haute,143,D,Moins de 100,Moyenne,henri.p,12,type B,B,Belgium,Sole Sourced,non_data_all,FY20Q2,other,3B,70,2082,1
10987302,,,2,21,Haute,143,D,Moins de 100,Moyenne,henri.p,12,type B,F,Belgium,Competitive,non_data_all,FY21Q1,other,2B,10,2064,1
10951288,,,8,38,Haute,143,D,Moins de 100,Faible,henri.p,12,type B,B,Belgium,Sole Sourced,non_data_all,FY21Q1,other,2B,10,1900,1
10910489,,,8,40,Haute,143,D,Moins de 100,Faible,henri.p,12,type B,B,Belgium,Sole Sourced,non_data_all,FY21Q1,other,2B,35,1682,1
10833617,,Data Data,6,24,Haute,143,D,Moins de 100,Faible,henri.p,12,type B,B,Belgium,Sole Sourced,data_all,FY20Q3,other,1,35,1494,1
11040135,,analyse,6,36,Haute,143,D,Moins de 100,Faible,henri.p,12,type A,B,Belgium,Sole Sourced,data_all,FY21Q1,other,1,10,1088,1
11103690,,,2,22,Haute,143,D,Moins de 100,Moyenne,stéphane.r,1,type A,F,Portugal,Competitive,non_data_all,FY20Q3,non_data_acq,0A,30,3264,1
11010307,,,3,14,Haute,143,D,Moins de 100,Faible,claude.b,1,type A,D,Belgium,Sole Sourced,non_data_all,FY20Q1,non_data_acq,3B,70,1110,1
11071942,,,5,4,Haute,88,C,Moins de 100,Faible,blank,59,type A,D,Netherlands,-,other,FY20Q2,other,0A,0,780,0
11071934,,,6,4,Haute,88,C,Moins de 100,Faible,blank,59,type B,D,Netherlands,-,other,FY20Q1,other,0A,0,0,0
11084230,,Factory,2,27,Haute,88,C,Moins de 100,Moyenne,véronique.l,2,other,B,Netherlands,-,other,FY20Q3,other,0A,0,3320,0
11092735,,,4,34,Haute,88,C,Moins de 100,Moyenne,rémy.a,1,type B,F,Netherlands,Competitive,non_data_all,FY20Q3,other,1,30,2176,0
11023992,,,6,1,Haute,88,C,Moins de 100,Faible,nicole.s,4,type B,D,Netherlands,Sole Sourced,other,FY20Q3,other,0A,30,924,0
11099786,,,3,2,Haute,88,C,Moins de 100,Faible,nicole.s,4,type A,D,Netherlands,Competitive,other,FY21Q1,non_data_acq,1,30,676,0
11023306,,,6,9,Haute,88,C,Moins de 100,Faible,nicole.s,4,type A,D,Netherlands,Sole Sourced,other,FY20Q2,other,3B,30,564,0
11042481,,,8,0,Haute,88,C,Moins de 100,Faible,nicole.s,4,type A,D,Netherlands,Sole Sourced,non_data_all,FY20Q1,other,3B,100,396,0
11072024,,,4,13,Haute,88,C,Moins de 100,Faible,nicole.s,4,type A,D,Netherlands,Competitive,other,FY20Q3,other,0A,30,108,0
11026867,,,4,1,Haute,88,C,Moins de 100,Faible,nicole.s,4,type A,E,Netherlands,Sole Sourced,other,FY20Q3,other,0A,30,1102,1
11026864,,,4,1,Haute,88,C,Moins de 100,Faible,nicole.s,4,type A,E,Netherlands,Sole Sourced,other,FY20Q1,other,0A,30,1096,1
11027888,,,5,1,Haute,88,C,Moins de 100,Faible,nicole.s,4,type A,E,Netherlands,Sole Sourced,other,FY20Q2,other,0A,30,556,1
11049071,,,5,1,Haute,88,C,Moins de 100,Faible,nathalie.m,0,type B,D,Netherlands,Sole Sourced,non_data_all,FY20Q1,other,3B,100,300,0
11067659,,,6,5,Haute,88,C,Moins de 100,Faible,nathalie.m,0,type B,D,Netherlands,Sole Sourced,other,FY20Q1,other,3B,100,264,0
11081830,,,8,5,Haute,88,C,Moins de 100,Faible,nathalie.m,0,type A,D,Netherlands,Sole Sourced,other,FY20Q2,other,3B,70,14,0
11094184,,,7,6,Haute,88,C,Moins de 100,Faible,nathalie.m,0,type A,D,Netherlands,Sole Sourced,other,FY20Q2,other,3B,100,8,0
11094701,,,8,7,Haute,88,C,Moins de 100,Faible,nathalie.m,0,type A,D,Netherlands,Sole Sourced,other,FY20Q2,other,3B,100,4,0
11069369,,,6,3,Haute,88,C,Moins de 100,Faible,constance.f,0,type B,D,Netherlands,Sole Sourced,other,FY20Q2,non_data_acq,3B,100,266,0
11088092,,,5,5,Haute,88,C,Moins de 100,Faible,constance.f,0,type B,D,Netherlands,Sole Sourced,other,FY20Q2,non_data_acq,3B,100,10,0
11024449,,,3,1,Haute,88,C,Moins de 100,Faible,rené.g,6,type A,E,Netherlands,Sole Sourced,other,FY20Q3,other,0A,30,1102,1
11085514,,,3,16,Haute,88,C,Moins de 100,Faible,rené.g,6,type B,D,Netherlands,Sole Sourced,other,FY20Q2,other,3B,30,908,1
11007631,Automat,,4,28,Haute,88,C,Moins de 100,Faible,philippine.b,1,type A,D,Netherlands,Sole Sourced,non_data_all,FY20Q3,non_data_acq,1,50,870,1
11049293,,,4,4,Haute,43,E,Moins de 100,Faible,blank,59,type A,E,Netherlands,-,other,FY20Q2,other,0A,10,668,0
11049295,,,4,4,Haute,43,E,Moins de 100,Faible,blank,59,type A,E,Netherlands,-,other,FY20Q3,other,0A,10,668,0
11068966,,,7,28,Haute,43,E,Moins de 100,Faible,blank,59,type A,E,Netherlands,Sole Sourced,other,FY20Q1,other,0A,25,156,0
11079279,Data,,6,4,Haute,43,E,Moins de 100,Faible,blank,59,type A,D,Netherlands,-,other,FY20Q2,non_data_acq,0A,0,0,0
11124155,,,5,18,Haute,43,E,Moins de 100,Faible,blank,59,type A,B,Netherlands,-,other,FY20Q3,other,0A,0,0,0
11084313,,,5,4,Haute,43,E,Moins de 100,Faible,blank,59,type A,C,Netherlands,-,other,FY21Q2,other,0A,0,0,0
10861180,,,3,42,Haute,43,E,Moins de 100,Moyenne,suzanne.b,3,type A,D,Netherlands,Competitive,data_all,FY20Q2,other,1,15,11096,0
11049319,,,3,40,Haute,43,E,Moins de 100,Moyenne,arthur.p,1,other,D,Netherlands,-,other,FY20Q3,other,0A,15,5440,0
11049265,,,3,18,Haute,43,E,Moins de 100,Moyenne,arthur.p,1,type A,B,Netherlands,Sole Sourced,other,FY20Q2,other,3B,80,5060,0
11060223,,,6,18,Haute,43,E,Moins de 100,Faible,arthur.p,1,type B,B,Netherlands,Sole Sourced,other,FY20Q2,other,3B,90,994,0
11095991,,,7,40,Haute,43,E,Moins de 100,Faible,arthur.p,1,type A,D,Netherlands,Sole Sourced,non_data_all,FY20Q2,other,3B,95,500,0
11091914,,,8,40,Haute,43,E,Moins de 100,Faible,arthur.p,1,type A,D,Netherlands,Sole Sourced,non_data_all,FY20Q2,other,3B,95,90,0
11036663,,,4,43,Haute,43,E,Moins de 100,Moyenne,arthur.p,1,type A,D,Netherlands,Sole Sourced,other,FY20Q2,other,3B,80,2978,1
11105439,,,6,9,Haute,43,E,Moins de 100,Faible,juliette.m,3,type A,D,Netherlands,Sole Sourced,other,FY20Q2,non_data_acq,3B,90,1994,0
11104244,,,6,36,Haute,43,E,Moins de 100,Faible,juliette.m,3,type A,D,Netherlands,Sole Sourced,other,FY20Q2,non_data_acq,3B,90,84,0
11038041,,,3,1,Haute,43,E,Moins de 100,Faible,victor.d,5,type A,D,Netherlands,-,other,FY20Q4,other,0A,30,870,0
11037902,,,4,1,Haute,43,E,Moins de 100,Faible,victor.d,5,type A,D,Netherlands,-,other,FY20Q4,other,0A,30,870,0
11038046,,,3,1,Haute,43,E,Moins de 100,Moyenne,victor.d,5,type A,E,Netherlands,-,other,FY20Q4,other,0A,30,4352,1
11121737,,,3,3,Haute,43,E,Moins de 100,Faible,isabelle.v,0,type A,D,Netherlands,Sole Sourced,other,FY20Q3,other,1,10,652,0
11043793,,,5,4,Haute,43,E,Moins de 100,Faible,isabelle.v,0,type A,E,Netherlands,Sole Sourced,other,FY20Q1,other,3B,10,572,0
11069734,,,5,28,Haute,43,E,Moins de 100,Faible,isabelle.v,0,type B,E,Netherlands,Sole Sourced,other,FY20Q1,other,3B,100,94,0
11127085,,,8,40,Haute,43,E,Moins de 100,Faible,isabelle.v,0,type A,D,Netherlands,Sole Sourced,non_data_all,FY20Q3,other,3B,95,46,0
11070541,,,2,9,Haute,43,E,Moins de 100,Faible,christelle.m,0,type A,D,Netherlands,Sole Sourced,other,FY20Q3,other,1,50,176,0
11072878,,,5,9,Haute,43,E,Moins de 100,Faible,jérôme.c,0,type A,D,Netherlands,Sole Sourced,other,FY20Q2,other,1,25,94,0
10949447,,,5,21,Très haute,68,A,Moins de 100,Faible,blank,59,type A,C,Netherlands,-,other,FY20Q1,other,0A,30,666,0
11055479,,,5,1,Très haute,68,A,Moins de 100,Importante,blank,59,type A,F,Netherlands,Sole Sourced,other,FY20Q4,other,0A,10,22034,1
11087515,,,4,31,Très haute,68,A,Moins de 100,Faible,michèle.m,3,type B,E,Belgium,Sole Sourced,other,FY20Q3,non_data_acq,1,30,670,0
11062881,,,2,31,Très haute,68,A,Moins de 100,Faible,michèle.m,3,type B,E,Belgium,Competitive,other,FY20Q2,non_data_acq,3B,100,444,0
11101804,,,5,8,Très haute,68,A,Moins de 100,Faible,michèle.m,3,type B,E,Belgium,Competitive,other,FY20Q3,non_data_acq,1,50,214,0
11018486,,Data,2,11,Très haute,68,A,Moins de 100,Faible,michèle.m,3,type A,F,Belgium,Sole Sourced,other,FY20Q1,other,1,30,66,0
11079286,,,4,37,Très haute,68,A,Moins de 100,Importante,arnaude.p,1,type A,D,Netherlands,Competitive,other,FY20Q3,non_data_acq,2B,50,5696,0
11077286,,,3,3,Très haute,68,A,Moins de 100,Moyenne,louis.r,7,type A,C,Netherlands,Sole Sourced,other,FY21Q1,other,0A,10,2176,0
11050651,,,3,4,Très haute,68,A,Moins de 100,Faible,louis.r,7,type A,D,Netherlands,Sole Sourced,other,FY21Q1,other,1,20,1926,0
10964562,,,3,23,Très haute,68,A,Moins de 100,Faible,louis.r,7,type A,D,Netherlands,Sole Sourced,other,FY20Q2,other,0A,5,1110,0
11041279,Analyse,,3,3,Très haute,68,A,Moins de 100,Faible,louis.r,7,type A,F,Netherlands,Sole Sourced,other,FY20Q1,other,3B,100,524,0
11041428,Analyse,,5,21,Très haute,68,A,Moins de 100,Faible,louis.r,7,type A,F,Netherlands,Sole Sourced,other,FY20Q4,other,0A,50,326,0
11041410,Analyse,,4,3,Très haute,68,A,Moins de 100,Faible,louis.r,7,type A,F,Netherlands,Sole Sourced,other,FY20Q2,other,3B,70,292,0
11041420,Analyse,,5,21,Très haute,68,A,Moins de 100,Faible,louis.r,7,type A,F,Netherlands,Sole Sourced,other,FY20Q3,other,0A,70,248,0
11050647,,,1,4,Très haute,68,A,Moins de 100,Faible,louis.r,7,type A,D,Netherlands,Sole Sourced,other,FY20Q3,other,0A,30,218,0
11014679,,,6,20,Très haute,68,A,Moins de 100,Faible,louis.r,7,type A,D,Netherlands,Sole Sourced,non_data_all,FY20Q1,other,3B,90,162,0
11055469,,,6,20,Très haute,68,A,Moins de 100,Faible,louis.r,7,type A,D,Netherlands,Sole Sourced,non_data_all,FY20Q1,other,3B,100,130,0
11093495,Automat,Automat,4,4,Très haute,68,A,Moins de 100,Moyenne,louis.r,7,type B,D,Netherlands,Sole Sourced,other,FY20Q2,other,3B,90,100,0
11045901,Automat,Automat,4,4,Très haute,68,A,Moins de 100,Faible,louis.r,7,type B,D,Netherlands,Sole Sourced,other,FY20Q1,other,3B,70,50,0
11119663,Automat,Automat,4,4,Très haute,68,A,Moins de 100,Faible,louis.r,7,type B,D,Netherlands,Sole Sourced,other,FY20Q3,other,3B,90,36,0
10912851,,,4,30,Très haute,68,A,Moins de 100,Importante,louis.r,7,type A,F,Netherlands,Sole Sourced,other,FY20Q3,other,1,70,43514,1
11021602,,,4,35,Très haute,68,A,Moins de 100,Moyenne,louis.r,7,type A,F,Netherlands,Sole Sourced,other,FY20Q3,other,2B,50,9516,1
11051899,,,3,1,Très haute,68,A,Moins de 100,Moyenne,louis.r,7,type A,C,Netherlands,Sole Sourced,other,FY20Q4,other,0A,10,2176,1
11055520,,,2,1,Très haute,68,A,Moins de 100,Faible,louis.r,7,type A,F,Netherlands,-,other,FY20Q3,other,0A,30,1088,1
11070995,Automat,AWS,3,20,Très haute,68,A,Moins de 100,Faible,louis.r,7,type A,D,Netherlands,Competitive,data_all,FY20Q3,other,1,10,924,1
10999581,,,5,15,Très haute,68,A,Moins de 100,Faible,louis.r,7,type A,F,Netherlands,Sole Sourced,other,FY20Q1,other,3B,100,776,1
11029672,,,5,16,Très haute,68,A,Moins de 100,Moyenne,colette.p,8,type A,F,Belgium,Sole Sourced,other,FY20Q2,other,3B,100,398,0
11034035,,,3,3,Très haute,68,A,Moins de 100,Faible,robert.t,3,type B,D,Netherlands,Competitive,other,FY20Q1,other,3B,60,1858,0
11079428,,,3,3,Très haute,68,A,Moins de 100,Faible,robert.t,3,type B,D,Netherlands,Sole Sourced,data_all,FY20Q1,other,3B,70,358,0
11029967,,,4,20,Très haute,68,A,Moins de 100,Faible,robert.t,3,type B,D,Netherlands,Sole Sourced,non_data_all,FY20Q1,other,1,20,192,0
11102298,,,2,2,Très haute,68,A,Moins de 100,Faible,robert.t,3,type A,D,Netherlands,Sole Sourced,data_all,FY20Q2,other,3B,70,118,0
11057602,,,2,2,Très haute,68,A,Moins de 100,Faible,robert.t,3,type B,D,Netherlands,Sole Sourced,data_all,FY20Q1,other,3B,100,102,0
11078045,,,4,30,Très haute,68,A,Moins de 100,Moyenne,robert.t,3,type A,C,Netherlands,Sole Sourced,other,FY21Q1,other,0A,30,32636,1
11012167,,Azure,2,8,Très haute,68,A,Moins de 100,Faible,jean.t,0,type A,D,Netherlands,Sole Sourced,other,FY20Q1,other,1,10,1096,0
11040851,,,3,14,Très haute,68,A,Moins de 100,Faible,cécile.m,1,type A,D,Netherlands,Sole Sourced,non_data_all,FY20Q1,other,3B,100,58,0
